t,value
0.0,0.03409213746414794
0.12591553721802778,0.27281454394502314
0.25183107443605557,0.12015136124375356
0.37774661165408335,0.3265176159825136
0.5036621488721111,0.4016219814860168
0.629577686090139,0.7836132115603482
0.7554932233081667,0.660265300702734
0.8814087605261944,0.9185589870043899
1.0073242977442223,0.7148344952355412
1.1332398349622501,0.8050052166315983
1.259155372180278,1.1262297906234442
1.3850709093983056,1.1372029140801212
1.5109864466163334,1.0031575277177716
1.6369019838343613,0.9363290144978289
1.7628175210523889,1.0132085469524998
1.8887330582704167,1.1138632973087104
2.0146485954884445,0.8183109466454679
2.1405641327064724,0.979843522436157
2.2664796699245002,0.889850137097924
2.392395207142528,0.5447574063275643
2.518310744360556,0.4893056456631111
2.6442262815785833,0.3953476145333459
2.770141818796611,0.31732006211368924
2.896057356014639,0.25950810340808333
3.021972893232667,0.11946302342196358
3.1478884304506947,-0.052827964892463865
3.2738039676687225,-0.215610056854806
3.3997195048867503,-0.044495664427575715
3.5256350421047777,-0.4791855847731131
3.6515505793228056,-0.3982769245909209
3.7774661165408334,-0.466717432202279
3.9033816537588613,-0.4814251777329932
4.029297190976889,-0.7698392761722632
4.1552127281949165,-0.9302060013688179
4.281128265412945,-1.040866628497523
4.407043802630972,-1.0089386009606292
4.5329593398490005,-1.0507015231653551
4.658874877067028,-0.9358762830226766
4.784790414285056,-0.9599548140429234
4.9107059515030835,-0.9437289894295161
5.036621488721112,-0.971118226204519
5.162537025939139,-1.0864483212492093
5.288452563157167,-0.7831861876708377
5.414368100375195,-0.7227874839201395
5.540283637593222,-0.7835635701967654
5.666199174811251,-0.679801749265519
5.792114712029278,-0.3542762792006503
5.918030249247306,-0.42259486751658415
6.043945786465334,-0.3719041692985756
6.169861323683361,-0.08581978364734291
6.295776860901389,0.02370649642730687
6.421692398119417,0.16758492969122604
6.547607935337445,0.13843574657880628
6.673523472555472,0.49163241858668205
6.799439009773501,0.4062239633377818
6.925354546991528,0.611649455872662
7.0512700842095555,0.5529443272177984
7.177185621427584,0.7292214262641824
7.303101158645611,0.7790263024249593
7.429016695863639,1.0052039269704431
7.554932233081667,0.9349652670786465
7.680847770299695,1.063205164216887
7.8067633075177225,1.03860553939321
7.932678844735751,1.1267118664165325
8.058594381953778,1.0613247071328997
8.184509919171806,1.0378656759713365
8.310425456389833,0.9596036841265527
8.436340993607862,0.9100421534676636
8.56225653082589,0.7184534960643919
8.688172068043917,0.8983110313258349
8.814087605261944,0.4648716268379921
8.940003142479974,0.4358368065670473
9.065918679698001,0.3818546961585446
9.191834216916028,0.3577591420396721
9.317749754134056,0.05348590046620902
9.443665291352083,0.11634819786633266
9.569580828570112,-0.26476086675924637
9.69549636578814,-0.45112948420537663
9.821411903006167,-0.23968622123960884
9.947327440224194,-0.43088600968239177
10.073242977442224,-0.5802582617253033
10.199158514660251,-0.6692539924142266
